zone_id,timestamp,disruption_label,risk_point_estimate,risk_lower_90,risk_upper_90
Z01,2025-08-29 23:00:00,0,0.00922394,0.0,0.07849058322608471
Z02,2025-08-29 23:00:00,0,0.00875981,0.0,0.07802645303308964
Z03,2025-08-29 23:00:00,0,0.012241488,0.0,0.08150813169777393
Z04,2025-08-29 23:00:00,0,0.0085911285,0.0,0.07785777188837528
Z05,2025-08-29 23:00:00,0,0.01100832,0.0,0.08027496375143528
Z06,2025-08-29 23:00:00,0,0.014274821,0.0,0.08354146406054497
Z07,2025-08-29 23:00:00,0,0.009982807,0.0,0.07924945000559092
Z08,2025-08-29 23:00:00,0,0.009069622,0.0,0.07833626493811607
Z09,2025-08-29 23:00:00,0,0.0083891675,0.0,0.07765581086277962
Z10,2025-08-29 23:00:00,0,0.011235801,0.0,0.08050244394689798
Z01,2025-08-30 00:00:00,0,0.029525898,0.0,0.09879254177212715
Z02,2025-08-30 00:00:00,0,0.015021138,0.0,0.08428778126835823
Z03,2025-08-30 00:00:00,0,0.013883923,0.0,0.08315056655555964
Z04,2025-08-30 00:00:00,0,0.011275697,0.0,0.08054233994334936
Z05,2025-08-30 00:00:00,0,0.22882682,0.0,0.526700496673584
Z06,2025-08-30 00:00:00,0,0.025040084,0.0,0.09430672787129879
Z07,2025-08-30 00:00:00,0,0.07658337,0.007316727191209793,0.1458500139415264
Z08,2025-08-30 00:00:00,0,0.03256745,0.0,0.10183409228920937
Z09,2025-08-30 00:00:00,0,0.016446766,0.0,0.08571340888738632
Z10,2025-08-30 00:00:00,0,0.013215364,0.0,0.08248200733214617
Z01,2025-08-30 01:00:00,0,0.012391573,0.0,0.08165821619331837
Z02,2025-08-30 01:00:00,0,0.011921368,0.0,0.08118801098316908
Z03,2025-08-30 01:00:00,0,0.010633426,0.0,0.07990006916224957
Z04,2025-08-30 01:00:00,0,0.023233883,0.0,0.09250052645802498
Z05,2025-08-30 01:00:00,0,0.012604364,0.0,0.08187100756913424
Z06,2025-08-30 01:00:00,0,0.06356493,0.0,0.13283156976103783
Z07,2025-08-30 01:00:00,0,0.021736521,0.0,0.0910031646490097
Z08,2025-08-30 01:00:00,0,0.01171181,0.0,0.08097845315933228
Z09,2025-08-30 01:00:00,0,0.18724145,0.0,0.38138612508773806
Z10,2025-08-30 01:00:00,0,0.021748561,0.0,0.09101520478725433
Z01,2025-08-30 02:00:00,0,0.012019434,0.0,0.08128607738763094
Z02,2025-08-30 02:00:00,0,0.010743044,0.0,0.08000968769192696
Z03,2025-08-30 02:00:00,0,0.009744728,0.0,0.07901137135922909
Z04,2025-08-30 02:00:00,0,0.010881794,0.0,0.08014843706041574
Z05,2025-08-30 02:00:00,0,0.01243486,0.0,0.08170150313526392
Z06,2025-08-30 02:00:00,0,0.012388526,0.0,0.0816551698371768
Z07,2025-08-30 02:00:00,0,0.20193641,0.0,0.4998100847005844
Z08,2025-08-30 02:00:00,0,0.034137722,0.0,0.10340436547994614
Z09,2025-08-30 02:00:00,0,0.011772365,0.0,0.08103900868445635
Z10,2025-08-30 02:00:00,0,0.021733735,0.0,0.09100037813186646
Z01,2025-08-30 03:00:00,0,0.011457109,0.0,0.08072375226765871
Z02,2025-08-30 03:00:00,0,0.0103557855,0.0,0.07962242886424065
Z03,2025-08-30 03:00:00,0,0.010685241,0.0,0.07995188422501087
Z04,2025-08-30 03:00:00,0,0.012654133,0.0,0.08192077651619911
Z05,2025-08-30 03:00:00,0,0.061401054,0.0,0.13066769763827324
Z06,2025-08-30 03:00:00,0,0.030431965,0.0,0.09969860874116421
Z07,2025-08-30 03:00:00,0,0.18753554,0.0,0.38168021440505984
Z08,2025-08-30 03:00:00,0,0.0097800745,0.0,0.07904671784490347
Z09,2025-08-30 03:00:00,0,0.010829169,0.0,0.0800958126783371
Z10,2025-08-30 03:00:00,0,0.034680314,0.0,0.10394695773720741
Z01,2025-08-30 04:00:00,0,0.031145321,0.0,0.10041196458041668
Z02,2025-08-30 04:00:00,0,0.011492126,0.0,0.08075876906514168
Z03,2025-08-30 04:00:00,0,0.009642228,0.0,0.07890887092798948
Z04,2025-08-30 04:00:00,0,0.01254296,0.0,0.08180960360914469
Z05,2025-08-30 04:00:00,0,0.023327803,0.0,0.09259444661438465
Z06,2025-08-30 04:00:00,0,0.010509189,0.0,0.07977583259344101
Z07,2025-08-30 04:00:00,0,0.06949998,0.000233333557844162,0.13876662030816078
Z08,2025-08-30 04:00:00,0,0.010942131,0.0,0.08020877465605736
Z09,2025-08-30 04:00:00,0,0.011954766,0.0,0.08122140914201736
Z10,2025-08-30 04:00:00,0,0.059933644,0.0,0.1292002871632576
Z01,2025-08-30 05:00:00,0,0.049745537,0.0,0.11901218071579933
Z02,2025-08-30 05:00:00,0,0.062590554,0.0,0.13185719773173332
Z03,2025-08-30 05:00:00,0,0.010064087,0.0,0.07933073025196791
Z04,2025-08-30 05:00:00,0,0.0109908655,0.0,0.08025750890374184
Z05,2025-08-30 05:00:00,0,0.15295564,0.0,0.3471003115177155
Z06,2025-08-30 05:00:00,0,0.011104123,0.0,0.08037076611071825
Z07,2025-08-30 05:00:00,0,0.16233419,0.0,0.3564788639545441
Z08,2025-08-30 05:00:00,0,0.01104771,0.0,0.08031435310840607
Z09,2025-08-30 05:00:00,0,0.009402014,0.0,0.07866865769028664
Z10,2025-08-30 05:00:00,0,0.020169655,0.0,0.08943629823625088
Z01,2025-08-30 06:00:00,0,0.01009051,0.0,0.0793571537360549
Z02,2025-08-30 06:00:00,0,0.012292129,0.0,0.08155877236276865
Z03,2025-08-30 06:00:00,0,0.009544914,0.0,0.07881155703216791
Z04,2025-08-30 06:00:00,0,0.028085766,0.0,0.097352409735322
Z05,2025-08-30 06:00:00,0,0.018469062,0.0,0.08773570507764816
Z06,2025-08-30 06:00:00,0,0.013319594,0.0,0.08258623722940683
Z07,2025-08-30 06:00:00,0,0.015681207,0.0,0.0849478505551815
Z08,2025-08-30 06:00:00,0,0.008384373,0.0,0.0776510164141655
Z09,2025-08-30 06:00:00,0,0.015594542,0.0,0.08486118540167809
Z10,2025-08-30 06:00:00,0,0.013192643,0.0,0.08245928678661585
Z01,2025-08-30 07:00:00,0,0.6923359,0.013455784320831277,1.0
Z02,2025-08-30 07:00:00,0,0.12825257,0.0,0.3223972409963608
Z03,2025-08-30 07:00:00,0,0.19084938,0.0,0.38499405384063723
Z04,2025-08-30 07:00:00,0,0.010734778,0.0,0.08000142127275467
Z05,2025-08-30 07:00:00,0,0.773287,0.0,1.0
Z06,2025-08-30 07:00:00,1,0.6984588,0.01957867145538328,1.0
Z07,2025-08-30 07:00:00,1,0.9411584,0.8563669800758361,1.0
Z08,2025-08-30 07:00:00,0,0.15345372,0.0,0.34759839773178103
Z09,2025-08-30 07:00:00,0,0.13160335,0.0,0.32574802041053774
Z10,2025-08-30 07:00:00,0,0.56619036,0.0,1.0
Z01,2025-08-30 08:00:00,0,0.41247296,0.0,0.965939301252365
Z02,2025-08-30 08:00:00,0,0.6215427,0.0,1.0
Z03,2025-08-30 08:00:00,0,0.7181945,0.0,1.0
Z04,2025-08-30 08:00:00,1,0.8756229,0.0033905744552612527,1.0
Z05,2025-08-30 08:00:00,0,0.75742203,0.0,1.0
Z06,2025-08-30 08:00:00,0,0.69052815,0.011648035049438454,1.0
Z07,2025-08-30 08:00:00,1,0.9622316,0.8774401426315307,1.0
Z08,2025-08-30 08:00:00,0,0.6658984,0.0,1.0
Z09,2025-08-30 08:00:00,1,0.966858,0.8820665955543517,1.0
Z10,2025-08-30 08:00:00,1,0.81817204,0.0,1.0
Z01,2025-08-30 09:00:00,0,0.77871156,0.0,1.0
Z02,2025-08-30 09:00:00,1,0.92463404,0.8398426055908202,1.0
Z03,2025-08-30 09:00:00,0,0.70090044,0.0,1.0
Z04,2025-08-30 09:00:00,1,0.9420394,0.8572479367256164,1.0
Z05,2025-08-30 09:00:00,0,0.100521505,0.0,0.2946661800146103
Z06,2025-08-30 09:00:00,0,0.7666943,0.0,1.0
Z07,2025-08-30 09:00:00,1,0.8828203,0.010587954521179221,1.0
Z08,2025-08-30 09:00:00,1,0.88520193,0.012969577312469505,1.0
Z09,2025-08-30 09:00:00,1,0.9686692,0.8838777422904968,1.0
Z10,2025-08-30 09:00:00,0,0.87311596,0.000883603096008323,1.0
Z01,2025-08-30 10:00:00,0,0.03478001,0.0,0.10404665395617485
Z02,2025-08-30 10:00:00,0,0.15203856,0.0,0.3461832344532013
Z03,2025-08-30 10:00:00,0,0.04173222,0.0,0.11099886521697044
Z04,2025-08-30 10:00:00,0,0.04874176,0.0,0.11800840497016907
Z05,2025-08-30 10:00:00,0,0.12576286,0.0,0.31990754008293154
Z06,2025-08-30 10:00:00,1,0.935237,0.8504455566406249,1.0
Z07,2025-08-30 10:00:00,0,0.421376,0.0,0.9748423278331756
Z08,2025-08-30 10:00:00,0,0.043590676,0.0,0.11285731941461563
Z09,2025-08-30 10:00:00,0,0.06329355,0.0,0.13256018981337547
Z10,2025-08-30 10:00:00,0,0.053792544,0.0,0.12305918708443642
Z01,2025-08-30 11:00:00,0,0.00894379,0.0,0.0782104330137372
Z02,2025-08-30 11:00:00,0,0.015825957,0.0,0.08509260043501854
Z03,2025-08-30 11:00:00,0,0.009294874,0.0,0.0785615174099803
Z04,2025-08-30 11:00:00,0,0.012561174,0.0,0.08182781748473644
Z05,2025-08-30 11:00:00,0,0.009013036,0.0,0.07827967964112759
Z06,2025-08-30 11:00:00,0,0.010765127,0.0,0.08003177028149366
Z07,2025-08-30 11:00:00,0,0.05277358,0.0,0.12204022333025932
Z08,2025-08-30 11:00:00,0,0.010498534,0.0,0.07976517733186483
Z09,2025-08-30 11:00:00,0,0.008282448,0.0,0.077549091540277
Z10,2025-08-30 11:00:00,0,0.008508825,0.0,0.07777546811848879
Z01,2025-08-30 12:00:00,0,0.37619436,0.0,0.9963749527931213
Z02,2025-08-30 12:00:00,0,0.20792857,0.0,0.5058022439479828
Z03,2025-08-30 12:00:00,0,0.5070744,0.0,1.0
Z04,2025-08-30 12:00:00,0,0.13367276,0.0,0.32781743407249453
Z05,2025-08-30 12:00:00,1,0.326232,0.0,0.946412581205368
Z06,2025-08-30 12:00:00,1,0.6813306,0.0024505019187927024,1.0
Z07,2025-08-30 12:00:00,0,0.021570126,0.0,0.09083676896989346
Z08,2025-08-30 12:00:00,1,0.9615813,0.8767898559570312,1.0
Z09,2025-08-30 12:00:00,1,0.50748545,0.0,1.0
Z10,2025-08-30 12:00:00,0,0.81688154,0.0,1.0
Z01,2025-08-30 13:00:00,0,0.67867094,0.0,1.0
Z02,2025-08-30 13:00:00,0,0.60137534,0.0,1.0
Z03,2025-08-30 13:00:00,1,0.6483891,0.0,1.0
Z04,2025-08-30 13:00:00,0,0.5498988,0.0,1.0
Z05,2025-08-30 13:00:00,1,0.97129685,0.8865054130554199,1.0
Z06,2025-08-30 13:00:00,0,0.73707086,0.0,1.0
Z07,2025-08-30 13:00:00,0,0.83965576,0.0,1.0
Z08,2025-08-30 13:00:00,0,0.08621449,0.016947846859693527,0.15548113361001015
Z09,2025-08-30 13:00:00,0,0.2834177,0.0,0.5812913775444031
Z10,2025-08-30 13:00:00,0,0.48262143,0.0,1.0
Z01,2025-08-30 14:00:00,1,0.88350743,0.011275076866149925,1.0
Z02,2025-08-30 14:00:00,1,0.89872986,0.026497507095336936,1.0
Z03,2025-08-30 14:00:00,0,0.5066634,0.0,1.0
Z04,2025-08-30 14:00:00,0,0.6409615,0.0,1.0
Z05,2025-08-30 14:00:00,1,0.9631687,0.8783772468566894,1.0
Z06,2025-08-30 14:00:00,1,0.2106202,0.0,0.5084938704967499
Z07,2025-08-30 14:00:00,1,0.6441598,0.0,1.0
Z08,2025-08-30 14:00:00,0,0.05056743,0.0,0.11983407288789749
Z09,2025-08-30 14:00:00,1,0.8211478,0.0,1.0
Z10,2025-08-30 14:00:00,1,0.96346873,0.8786772966384887,1.0
Z01,2025-08-30 15:00:00,0,0.010212235,0.0,0.07947887852787971
Z02,2025-08-30 15:00:00,0,0.008844521,0.0,0.07811116427183151
Z03,2025-08-30 15:00:00,0,0.009207486,0.0,0.07847412955015898
Z04,2025-08-30 15:00:00,0,0.049313944,0.0,0.11858058720827103
Z05,2025-08-30 15:00:00,0,0.0154941445,0.0,0.08476078789681196
Z06,2025-08-30 15:00:00,0,0.019836882,0.0,0.08910352550446987
Z07,2025-08-30 15:00:00,0,0.010429479,0.0,0.07969612255692482
Z08,2025-08-30 15:00:00,0,0.008700783,0.0,0.07796742673963308
Z09,2025-08-30 15:00:00,0,0.008787703,0.0,0.07805434614419937
Z10,2025-08-30 15:00:00,0,0.008508825,0.0,0.07777546811848879
Z01,2025-08-30 16:00:00,0,0.008185131,0.0,0.07745177391916513
Z02,2025-08-30 16:00:00,0,0.011037061,0.0,0.08030370436608791
Z03,2025-08-30 16:00:00,0,0.012508888,0.0,0.08177553117275238
Z04,2025-08-30 16:00:00,0,0.014188957,0.0,0.0834556007757783
Z05,2025-08-30 16:00:00,0,0.06632386,0.0,0.13559050485491753
Z06,2025-08-30 16:00:00,0,0.011633476,0.0,0.08090011961758137
Z07,2025-08-30 16:00:00,0,0.0105739,0.0,0.07984054367989302
Z08,2025-08-30 16:00:00,0,0.009764465,0.0,0.07903110794723034
Z09,2025-08-30 16:00:00,0,0.00926565,0.0,0.07853229343891144
Z10,2025-08-30 16:00:00,0,0.009371119,0.0,0.07863776199519634
Z01,2025-08-30 17:00:00,0,0.09031683,0.021050188690423965,0.15958347544074059
Z02,2025-08-30 17:00:00,0,0.037884213,0.0,0.1071508564054966
Z03,2025-08-30 17:00:00,0,0.63247997,0.0,1.0
Z04,2025-08-30 17:00:00,0,0.18451016,0.0,0.37865483164787295
Z05,2025-08-30 17:00:00,0,0.6076095,0.0,1.0
Z06,2025-08-30 17:00:00,0,0.04246974,0.0,0.11173638328909874
Z07,2025-08-30 17:00:00,0,0.33400947,0.0,0.9541900634765624
Z08,2025-08-30 17:00:00,1,0.24156646,0.0,0.5394401401281357
Z09,2025-08-30 17:00:00,0,0.17445165,0.0,0.36859632432460787
Z10,2025-08-30 17:00:00,0,0.8131874,0.0,1.0
Z01,2025-08-30 18:00:00,1,0.077870555,0.008603911846876144,0.14713719859719276
Z02,2025-08-30 18:00:00,0,0.033597153,0.0,0.10286379605531693
Z03,2025-08-30 18:00:00,1,0.6539638,0.0,1.0
Z04,2025-08-30 18:00:00,0,0.16122304,0.0,0.35536771416664126
Z05,2025-08-30 18:00:00,1,0.67236054,0.0,1.0
Z06,2025-08-30 18:00:00,0,0.20478517,0.0,0.5026588439941406
Z07,2025-08-30 18:00:00,0,0.19032328,0.0,0.38446795344352724
Z08,2025-08-30 18:00:00,1,0.47719407,0.0,1.0
Z09,2025-08-30 18:00:00,0,0.04543516,0.0,0.11470180377364159
Z10,2025-08-30 18:00:00,0,0.25858587,0.0,0.5564595460891724
Z01,2025-08-30 19:00:00,1,0.9807835,0.895992088317871,1.0
Z02,2025-08-30 19:00:00,1,0.9768793,0.8920878648757934,1.0
Z03,2025-08-30 19:00:00,1,0.9907712,0.9059797406196594,1.0
Z04,2025-08-30 19:00:00,1,0.99431205,0.9095206141471862,1.0
Z05,2025-08-30 19:00:00,1,0.96716624,0.8823748111724853,1.0
Z06,2025-08-30 19:00:00,0,0.93023497,0.8454435348510742,1.0
Z07,2025-08-30 19:00:00,1,0.9851719,0.9003804802894592,1.0
Z08,2025-08-30 19:00:00,1,0.9615624,0.8767709612846374,1.0
Z09,2025-08-30 19:00:00,1,0.9849429,0.9001514792442321,1.0
Z10,2025-08-30 19:00:00,1,0.9897626,0.904971170425415,1.0
Z01,2025-08-30 20:00:00,1,0.98576224,0.9009708046913146,1.0
Z02,2025-08-30 20:00:00,1,0.9928572,0.9080657839775085,1.0
