zone_id,timestamp,actual_disruption,dominant_cause,action,risk_no_action,risk_proactive,risk_reduction
Z04,2025-07-31 19:00:00,1,rider_shortage,rebalance_riders,0.9719926118850708,0.6409586071968079,0.33103400468826294
Z05,2025-07-31 19:00:00,0,traffic,reroute_traffic,0.7847065329551697,0.5754466652870178,0.20925986766815186
Z06,2025-07-31 19:00:00,1,rider_shortage,rebalance_riders,0.970719575881958,0.7074613571166992,0.2632582187652588
Z07,2025-07-31 19:00:00,1,rider_shortage,rebalance_riders,0.9872671961784363,0.5651454329490662,0.4221217632293701
Z08,2025-07-31 19:00:00,0,rider_shortage,alert_ops,0.6359272599220276,0.6359272599220276,0.0
Z09,2025-07-31 19:00:00,1,rider_shortage,rebalance_riders,0.941371738910675,0.589284360408783,0.3520873785018921
Z10,2025-07-31 19:00:00,1,rider_shortage,rebalance_riders,0.9924523234367371,0.9768335819244385,0.015618741512298584
Z01,2025-07-31 20:00:00,1,rider_shortage,rebalance_riders,0.962630569934845,0.6125980019569397,0.3500325679779053
Z02,2025-07-31 20:00:00,1,rider_shortage,rebalance_riders,0.9633349180221558,0.6612732410430908,0.30206167697906494
Z03,2025-07-31 20:00:00,1,rider_shortage,rebalance_riders,0.9723195433616638,0.8625146746635437,0.10980486869812012
Z04,2025-07-31 20:00:00,0,traffic,alert_ops,0.6962836384773254,0.6962836384773254,0.0
Z05,2025-07-31 20:00:00,1,rider_shortage,rebalance_riders,0.9844871163368225,0.6592936515808105,0.32519346475601196
Z06,2025-07-31 20:00:00,1,traffic,reroute_traffic,0.7689372301101685,0.5155792832374573,0.2533579468727112
Z07,2025-07-31 20:00:00,1,traffic,reroute_traffic,0.8209425210952759,0.6053121089935303,0.2156304121017456
Z08,2025-07-31 20:00:00,1,rider_shortage,rebalance_riders,0.9396027326583862,0.6702378392219543,0.2693648934364319
Z09,2025-07-31 20:00:00,0,rider_shortage,rebalance_riders,0.8729817271232605,0.3138369917869568,0.5591447353363037
Z10,2025-07-31 20:00:00,1,traffic,alert_ops,0.5108417272567749,0.5108417272567749,0.0
Z01,2025-07-31 21:00:00,1,rider_shortage,rebalance_riders,0.8754650354385376,0.20254972577095032,0.6729153096675873
Z02,2025-07-31 21:00:00,0,rider_shortage,alert_ops,0.6254199743270874,0.6254199743270874,0.0
Z04,2025-07-31 21:00:00,0,rider_shortage,alert_ops,0.47619688510894775,0.47619688510894775,0.0
Z06,2025-07-31 21:00:00,1,rider_shortage,rebalance_riders,0.8640195727348328,0.13662713766098022,0.7273924350738525
Z07,2025-07-31 21:00:00,0,rider_shortage,rebalance_riders,0.8732652068138123,0.02527531608939171,0.8479898907244205
Z08,2025-07-31 21:00:00,1,rider_shortage,rebalance_riders,0.9700500965118408,0.48487207293510437,0.48517802357673645
Z09,2025-07-31 21:00:00,0,rider_shortage,rebalance_riders,0.7721404433250427,0.12964209914207458,0.6424983441829681
Z10,2025-07-31 21:00:00,0,rider_shortage,alert_ops,0.537147045135498,0.537147045135498,0.0
Z01,2025-07-31 22:00:00,1,rider_shortage,alert_ops,0.6748710870742798,0.6748710870742798,0.0
Z03,2025-07-31 22:00:00,1,rider_shortage,alert_ops,0.685832142829895,0.685832142829895,0.0
Z04,2025-07-31 22:00:00,0,rider_shortage,alert_ops,0.46205833554267883,0.46205833554267883,0.0
Z05,2025-07-31 22:00:00,1,rider_shortage,rebalance_riders,0.8662524819374084,0.06812696158885956,0.7981255203485489
Z08,2025-07-31 22:00:00,0,rider_shortage,alert_ops,0.4629203677177429,0.4629203677177429,0.0
Z10,2025-07-31 22:00:00,0,rider_shortage,alert_ops,0.6202380657196045,0.6202380657196045,0.0
Z01,2025-08-01 08:00:00,0,traffic,alert_ops,0.6789495944976807,0.6789495944976807,0.0
Z02,2025-08-01 08:00:00,1,traffic,alert_ops,0.6262142658233643,0.6262142658233643,0.0
Z03,2025-08-01 08:00:00,0,traffic,alert_ops,0.31428053975105286,0.31428053975105286,0.0
Z05,2025-08-01 08:00:00,0,traffic,alert_ops,0.4814194142818451,0.4814194142818451,0.0
Z06,2025-08-01 08:00:00,0,traffic,alert_ops,0.3151520788669586,0.3151520788669586,0.0
Z09,2025-08-01 08:00:00,0,rider_shortage,rebalance_riders,0.7103416919708252,0.08259031921625137,0.6277513727545738
Z01,2025-08-01 09:00:00,0,traffic,alert_ops,0.6143892407417297,0.6143892407417297,0.0
Z03,2025-08-01 09:00:00,0,traffic,alert_ops,0.3712630867958069,0.3712630867958069,0.0
Z04,2025-08-01 09:00:00,0,traffic,alert_ops,0.46152371168136597,0.46152371168136597,0.0
Z05,2025-08-01 09:00:00,1,rider_shortage,rebalance_riders,0.9431397914886475,0.1494588404893875,0.79368095099926
Z07,2025-08-01 09:00:00,0,traffic,alert_ops,0.5554503798484802,0.5554503798484802,0.0
Z08,2025-08-01 09:00:00,0,traffic,alert_ops,0.6112302541732788,0.6112302541732788,0.0
Z09,2025-08-01 09:00:00,0,traffic,alert_ops,0.3718048930168152,0.3718048930168152,0.0
Z07,2025-08-01 12:00:00,0,rider_shortage,alert_ops,0.569104790687561,0.569104790687561,0.0
Z10,2025-08-01 12:00:00,1,rider_shortage,alert_ops,0.3142956793308258,0.3142956793308258,0.0
Z01,2025-08-01 13:00:00,0,rider_shortage,rebalance_riders,0.770651638507843,0.037181295454502106,0.7334703430533409
Z02,2025-08-01 13:00:00,0,rider_shortage,alert_ops,0.620062530040741,0.620062530040741,0.0
Z08,2025-08-01 13:00:00,0,rider_shortage,alert_ops,0.6106933951377869,0.6106933951377869,0.0
Z04,2025-08-01 14:00:00,0,rider_shortage,alert_ops,0.3105493187904358,0.3105493187904358,0.0
Z05,2025-08-01 14:00:00,1,rider_shortage,rebalance_riders,0.706577718257904,0.0216128621250391,0.684964856132865
Z08,2025-08-01 14:00:00,1,rider_shortage,alert_ops,0.3912993371486664,0.3912993371486664,0.0
Z10,2025-08-01 14:00:00,1,rider_shortage,rebalance_riders,0.7220640778541565,0.040315281599760056,0.6817487962543964
Z10,2025-08-01 17:00:00,1,traffic,alert_ops,0.474019855260849,0.474019855260849,0.0
Z01,2025-08-01 19:00:00,1,rider_shortage,rebalance_riders,0.9284309148788452,0.4105745255947113,0.5178563892841339
Z02,2025-08-01 19:00:00,0,rider_shortage,rebalance_riders,0.9799520373344421,0.8505154252052307,0.12943661212921143
Z03,2025-08-01 19:00:00,1,rider_shortage,rebalance_riders,0.9599286317825317,0.7646027207374573,0.19532591104507446
Z04,2025-08-01 19:00:00,1,traffic,reroute_traffic,0.7232775092124939,0.5919573307037354,0.13132017850875854
Z05,2025-08-01 19:00:00,1,rider_shortage,rebalance_riders,0.9387256503105164,0.29357388615608215,0.6451517641544342
Z06,2025-08-01 19:00:00,0,traffic,reroute_traffic,0.7079800367355347,0.4617503881454468,0.2462296485900879
Z07,2025-08-01 19:00:00,1,rider_shortage,rebalance_riders,0.9859739542007446,0.6298493146896362,0.3561246395111084
Z08,2025-08-01 19:00:00,0,rider_shortage,rebalance_riders,0.9126086831092834,0.43525397777557373,0.4773547053337097
Z09,2025-08-01 19:00:00,1,rider_shortage,rebalance_riders,0.9699084162712097,0.7164972424507141,0.2534111738204956
Z10,2025-08-01 19:00:00,1,rider_shortage,rebalance_riders,0.9430624842643738,0.5164846181869507,0.4265778660774231
Z01,2025-08-01 20:00:00,1,rider_shortage,rebalance_riders,0.9522678852081299,0.5408222079277039,0.411445677280426
Z02,2025-08-01 20:00:00,1,rider_shortage,rebalance_riders,0.9773272275924683,0.7753809094429016,0.20194631814956665
Z03,2025-08-01 20:00:00,1,rider_shortage,rebalance_riders,0.9116140007972717,0.6836439371109009,0.22797006368637085
Z04,2025-08-01 20:00:00,1,rider_shortage,rebalance_riders,0.9704805612564087,0.6496545076370239,0.32082605361938477
Z05,2025-08-01 20:00:00,1,rider_shortage,rebalance_riders,0.971611738204956,0.5287659764289856,0.44284576177597046
Z06,2025-08-01 20:00:00,1,rider_shortage,rebalance_riders,0.9508358836174011,0.6122669577598572,0.33856892585754395
Z07,2025-08-01 20:00:00,1,rider_shortage,rebalance_riders,0.9515324234962463,0.1540546864271164,0.7974777370691299
Z08,2025-08-01 20:00:00,1,rider_shortage,rebalance_riders,0.991764485836029,0.9489617347717285,0.04280275106430054
Z09,2025-08-01 20:00:00,1,rider_shortage,rebalance_riders,0.9397724270820618,0.5635507702827454,0.3762216567993164
Z10,2025-08-01 20:00:00,1,rider_shortage,rebalance_riders,0.881676971912384,0.22429735958576202,0.657379612326622
Z02,2025-08-01 21:00:00,0,rider_shortage,rebalance_riders,0.7719164490699768,0.21352754533290863,0.5583889037370682
Z03,2025-08-01 21:00:00,0,rider_shortage,alert_ops,0.6062129735946655,0.6062129735946655,0.0
Z05,2025-08-01 21:00:00,0,rider_shortage,alert_ops,0.30463820695877075,0.30463820695877075,0.0
Z06,2025-08-01 21:00:00,0,rider_shortage,rebalance_riders,0.8798715472221375,0.14864256978034973,0.7312289774417877
Z07,2025-08-01 21:00:00,1,rider_shortage,rebalance_riders,0.8658324480056763,0.031532783061265945,0.8342996649444103
Z09,2025-08-01 21:00:00,1,rider_shortage,rebalance_riders,0.7565851211547852,0.13932859897613525,0.6172565221786499
Z01,2025-08-01 22:00:00,0,rider_shortage,rebalance_riders,0.8612685799598694,0.09156426787376404,0.7697043120861053
Z02,2025-08-01 22:00:00,0,rider_shortage,alert_ops,0.3505982458591461,0.3505982458591461,0.0
Z03,2025-08-01 22:00:00,0,rider_shortage,alert_ops,0.38987231254577637,0.38987231254577637,0.0
Z07,2025-08-01 22:00:00,0,rider_shortage,alert_ops,0.4698600172996521,0.4698600172996521,0.0
Z08,2025-08-01 22:00:00,0,rider_shortage,alert_ops,0.48980912566185,0.48980912566185,0.0
Z09,2025-08-01 22:00:00,1,rider_shortage,rebalance_riders,0.8856899738311768,0.22828839719295502,0.6574015766382217
Z03,2025-08-02 07:00:00,0,rider_shortage,alert_ops,0.6189424395561218,0.6189424395561218,0.0
Z06,2025-08-02 07:00:00,1,rider_shortage,alert_ops,0.4190746545791626,0.4190746545791626,0.0
Z09,2025-08-02 07:00:00,0,rider_shortage,alert_ops,0.36161378026008606,0.36161378026008606,0.0
Z01,2025-08-02 08:00:00,0,traffic,reroute_traffic,0.814958930015564,0.6285008192062378,0.18645811080932617
Z02,2025-08-02 08:00:00,1,rider_shortage,rebalance_riders,0.9777305126190186,0.7567144632339478,0.2210160493850708
Z03,2025-08-02 08:00:00,0,traffic,reroute_traffic,0.8360320925712585,0.6430465579032898,0.19298553466796875
Z04,2025-08-02 08:00:00,0,traffic,alert_ops,0.3887675404548645,0.3887675404548645,0.0
Z05,2025-08-02 08:00:00,1,traffic,reroute_traffic,0.7187854051589966,0.46840548515319824,0.25037992000579834
Z06,2025-08-02 08:00:00,0,traffic,alert_ops,0.5279925465583801,0.5279925465583801,0.0
Z07,2025-08-02 08:00:00,1,traffic,reroute_traffic,0.7770910263061523,0.4576258659362793,0.31946516036987305
Z08,2025-08-02 08:00:00,1,rider_shortage,alert_ops,0.4937135577201843,0.4937135577201843,0.0
Z10,2025-08-02 08:00:00,1,rider_shortage,rebalance_riders,0.9776842594146729,0.5260171890258789,0.45166707038879395
Z01,2025-08-02 09:00:00,0,traffic,reroute_traffic,0.7379019260406494,0.4722079634666443,0.2656939625740051
Z02,2025-08-02 09:00:00,0,traffic,alert_ops,0.697346031665802,0.697346031665802,0.0
Z03,2025-08-02 09:00:00,0,traffic,alert_ops,0.5916634798049927,0.5916634798049927,0.0
Z04,2025-08-02 09:00:00,1,rider_shortage,alert_ops,0.6267956495285034,0.6267956495285034,0.0
Z05,2025-08-02 09:00:00,1,rider_shortage,rebalance_riders,0.96009761095047,0.15012182295322418,0.8099757879972458
Z07,2025-08-02 09:00:00,1,rider_shortage,rebalance_riders,0.9461535811424255,0.2197706699371338,0.7263829112052917
Z09,2025-08-02 09:00:00,0,traffic,alert_ops,0.4512358605861664,0.4512358605861664,0.0
Z10,2025-08-02 09:00:00,1,rider_shortage,rebalance_riders,0.9920420050621033,0.8974025845527649,0.09463942050933838
Z05,2025-08-02 10:00:00,0,traffic,alert_ops,0.5107247233390808,0.5107247233390808,0.0
Z01,2025-08-02 12:00:00,1,rider_shortage,rebalance_riders,0.7408158779144287,0.08273737132549286,0.6580785065889359
Z02,2025-08-02 12:00:00,1,rider_shortage,rebalance_riders,0.8657761216163635,0.17615000903606415,0.6896261125802994
Z03,2025-08-02 12:00:00,1,rider_shortage,alert_ops,0.6455609798431396,0.6455609798431396,0.0
Z04,2025-08-02 12:00:00,0,rider_shortage,rebalance_riders,0.7687405347824097,0.10111601650714874,0.6676245182752609
Z05,2025-08-02 12:00:00,0,rider_shortage,rebalance_riders,0.8300967216491699,0.03702425956726074,0.7930724620819092
Z06,2025-08-02 12:00:00,1,rider_shortage,rebalance_riders,0.9633451104164124,0.23445723950862885,0.7288878709077835
Z08,2025-08-02 12:00:00,1,rider_shortage,rebalance_riders,0.7991936206817627,0.15626715123653412,0.6429264694452286
Z09,2025-08-02 12:00:00,1,rider_shortage,rebalance_riders,0.7485974431037903,0.09879689663648605,0.6498005464673042
Z10,2025-08-02 12:00:00,1,rider_shortage,rebalance_riders,0.94359290599823,0.15483242273330688,0.7887604832649231
Z02,2025-08-02 13:00:00,0,rider_shortage,alert_ops,0.42719778418540955,0.42719778418540955,0.0
Z03,2025-08-02 13:00:00,1,rider_shortage,alert_ops,0.5242446064949036,0.5242446064949036,0.0
Z04,2025-08-02 13:00:00,0,rider_shortage,alert_ops,0.6459132432937622,0.6459132432937622,0.0
Z05,2025-08-02 13:00:00,1,rider_shortage,alert_ops,0.6823413372039795,0.6823413372039795,0.0
Z07,2025-08-02 13:00:00,0,rider_shortage,alert_ops,0.3873693645000458,0.3873693645000458,0.0
Z09,2025-08-02 13:00:00,1,rider_shortage,alert_ops,0.5046402215957642,0.5046402215957642,0.0
Z10,2025-08-02 13:00:00,0,rider_shortage,alert_ops,0.6426333785057068,0.6426333785057068,0.0
Z02,2025-08-02 14:00:00,0,rider_shortage,alert_ops,0.62998366355896,0.62998366355896,0.0
Z04,2025-08-02 14:00:00,1,rider_shortage,rebalance_riders,0.921768844127655,0.21043048799037933,0.7113383561372757
Z05,2025-08-02 14:00:00,1,rider_shortage,alert_ops,0.4713197946548462,0.4713197946548462,0.0
Z06,2025-08-02 14:00:00,1,rider_shortage,rebalance_riders,0.9730916023254395,0.37669700384140015,0.5963945984840393
Z07,2025-08-02 14:00:00,0,rider_shortage,alert_ops,0.6420167088508606,0.6420167088508606,0.0
Z08,2025-08-02 14:00:00,0,rider_shortage,rebalance_riders,0.7017101645469666,0.09622156620025635,0.6054885983467102
Z09,2025-08-02 14:00:00,0,rider_shortage,alert_ops,0.3386504352092743,0.3386504352092743,0.0
Z10,2025-08-02 14:00:00,1,rider_shortage,alert_ops,0.44410309195518494,0.44410309195518494,0.0
Z09,2025-08-02 17:00:00,1,traffic,alert_ops,0.6976935267448425,0.6976935267448425,0.0
Z01,2025-08-02 18:00:00,0,traffic,alert_ops,0.43868765234947205,0.43868765234947205,0.0
Z02,2025-08-02 18:00:00,0,traffic,alert_ops,0.35996371507644653,0.35996371507644653,0.0
Z07,2025-08-02 18:00:00,0,traffic,alert_ops,0.3418862819671631,0.3418862819671631,0.0
Z10,2025-08-02 18:00:00,0,traffic,alert_ops,0.3010304868221283,0.3010304868221283,0.0
Z01,2025-08-02 19:00:00,1,rider_shortage,rebalance_riders,0.8674893975257874,0.15907716751098633,0.708412230014801
Z02,2025-08-02 19:00:00,0,rider_shortage,rebalance_riders,0.7029393911361694,0.09544964134693146,0.607489749789238
Z03,2025-08-02 19:00:00,0,rider_shortage,rebalance_riders,0.9561072587966919,0.8079442381858826,0.14816302061080933
Z04,2025-08-02 19:00:00,1,rider_shortage,rebalance_riders,0.9867963790893555,0.8764181137084961,0.11037826538085938
Z05,2025-08-02 19:00:00,1,rider_shortage,rebalance_riders,0.9797115921974182,0.5971039533615112,0.382607638835907
Z06,2025-08-02 19:00:00,1,rider_shortage,rebalance_riders,0.9554710984230042,0.7125057578086853,0.24296534061431885
Z07,2025-08-02 19:00:00,0,traffic,reroute_traffic,0.8794602751731873,0.7215135097503662,0.15794676542282104
Z08,2025-08-02 19:00:00,1,rider_shortage,rebalance_riders,0.9849745631217957,0.8373710513114929,0.14760351181030273
Z09,2025-08-02 19:00:00,1,rider_shortage,rebalance_riders,0.9927594661712646,0.9481315612792969,0.04462790489196777
Z10,2025-08-02 19:00:00,0,traffic,reroute_traffic,0.8533722162246704,0.6329749226570129,0.22039729356765747
Z01,2025-08-02 20:00:00,1,rider_shortage,rebalance_riders,0.9893772602081299,0.9095051288604736,0.07987213134765625
Z02,2025-08-02 20:00:00,1,rider_shortage,rebalance_riders,0.9902058243751526,0.9194821715354919,0.07072365283966064
Z03,2025-08-02 20:00:00,1,rider_shortage,rebalance_riders,0.9902442693710327,0.968795120716095,0.021449148654937744
Z04,2025-08-02 20:00:00,1,rider_shortage,rebalance_riders,0.9939664602279663,0.9819397330284119,0.012026727199554443
Z05,2025-08-02 20:00:00,1,rider_shortage,rebalance_riders,0.8949775099754333,0.15946586430072784,0.7355116456747055
Z06,2025-08-02 20:00:00,0,traffic,reroute_traffic,0.8119372725486755,0.6249027252197266,0.18703454732894897
Z07,2025-08-02 20:00:00,1,traffic,reroute_traffic,0.8861783742904663,0.7262173295021057,0.1599610447883606
Z08,2025-08-02 20:00:00,1,rider_shortage,rebalance_riders,0.9506961107254028,0.6807882785797119,0.2699078321456909
Z09,2025-08-02 20:00:00,0,rider_shortage,rebalance_riders,0.9561324715614319,0.6617336273193359,0.29439884424209595
Z10,2025-08-02 20:00:00,1,traffic,reroute_traffic,0.9362825155258179,0.8359466791152954,0.10033583641052246
Z01,2025-08-02 21:00:00,0,rider_shortage,rebalance_riders,0.8675106763839722,0.21193131804466248,0.6555793583393097
Z02,2025-08-02 21:00:00,1,rider_shortage,rebalance_riders,0.7904720306396484,0.22225745022296906,0.5682145804166794
Z03,2025-08-02 21:00:00,1,rider_shortage,rebalance_riders,0.9628046751022339,0.6752097010612488,0.2875949740409851
Z04,2025-08-02 21:00:00,1,rider_shortage,rebalance_riders,0.9909558892250061,0.9225379228591919,0.06841796636581421
Z05,2025-08-02 21:00:00,0,rider_shortage,alert_ops,0.6547178626060486,0.6547178626060486,0.0
Z06,2025-08-02 21:00:00,0,rider_shortage,alert_ops,0.34050610661506653,0.34050610661506653,0.0
Z07,2025-08-02 21:00:00,0,rider_shortage,alert_ops,0.38895687460899353,0.38895687460899353,0.0
Z08,2025-08-02 21:00:00,1,rider_shortage,rebalance_riders,0.718037486076355,0.10310974717140198,0.614927738904953
Z09,2025-08-02 21:00:00,0,rider_shortage,rebalance_riders,0.8316226005554199,0.15726825594902039,0.6743543446063995
Z10,2025-08-02 21:00:00,1,rider_shortage,rebalance_riders,0.9851821064949036,0.2948121130466461,0.6903699934482574
Z02,2025-08-02 22:00:00,0,rider_shortage,rebalance_riders,0.8738069534301758,0.2536930739879608,0.620113879442215
Z03,2025-08-02 22:00:00,0,rider_shortage,alert_ops,0.3490380346775055,0.3490380346775055,0.0
Z04,2025-08-02 22:00:00,1,rider_shortage,rebalance_riders,0.9834096431732178,0.5783856511116028,0.405023992061615
Z05,2025-08-02 22:00:00,1,rider_shortage,rebalance_riders,0.9798803925514221,0.26082563400268555,0.7190547585487366
Z06,2025-08-02 22:00:00,1,rider_shortage,rebalance_riders,0.8861932754516602,0.1496231108903885,0.7365701645612717
Z08,2025-08-02 22:00:00,0,rider_shortage,rebalance_riders,0.7086852192878723,0.109870046377182,0.5988151729106903
Z09,2025-08-02 22:00:00,1,rider_shortage,rebalance_riders,0.9765106439590454,0.5562635064125061,0.4202471375465393
Z10,2025-08-02 22:00:00,1,rider_shortage,rebalance_riders,0.9763819575309753,0.8607067465782166,0.11567521095275879
Z04,2025-08-03 07:00:00,0,rider_shortage,alert_ops,0.32140442728996277,0.32140442728996277,0.0
Z06,2025-08-03 07:00:00,1,rider_shortage,alert_ops,0.48298409581184387,0.48298409581184387,0.0
Z07,2025-08-03 07:00:00,1,rider_shortage,rebalance_riders,0.8778958320617676,0.01927649974822998,0.8586193323135376
Z03,2025-08-03 08:00:00,0,traffic,alert_ops,0.6243590116500854,0.6243590116500854,0.0
Z04,2025-08-03 08:00:00,0,traffic,alert_ops,0.626188337802887,0.626188337802887,0.0
Z06,2025-08-03 08:00:00,0,traffic,alert_ops,0.6628124117851257,0.6628124117851257,0.0
